,STOCK,CODE
608,Birla Sun Life Mutual Fund - Birla Sun Life Focused Equity Fund - Series 1 - Direct Plan - Growth,BOM537646
609,Birla Sun Life Mutual Fund - Birla Sun Life Focused Equity Fund-series 1-direct Plan-dividnd Payot,BOM537647
610,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 1 - Regular Plan - Growth,BOM537644
611,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan - Growth,BOM538017
612,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan-dividend P,BOM538018
613,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan - D P,BOM538016
614,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan - Growth,BOM538015
615,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund-series 1-regular Plan-divind Payot,BOM537645
616,Birla Transasia Carpets Ltd.,BOM503823
617,Bisil Plast Limited,BOM531671
618,Bits Ltd.,BOM526709
619,Bkv Industries Ltd.,BOM519500
620,Black Rose Industries Ltd.,BOM514183
621,"BlackRock NY Muni Inc Qty Common (BSE) Stock Prices, Dividends and Splits",BSE
622,Blazon Marbles Limited,BOM531570
623,Blb Ltd.,BOM532290
624,Bliss Gvs Pharma Ltd.,BOM506197
625,Bloom Dekor Ltd,BOM526225
626,Bloom Industries Ltd.,BOM513422
627,Bls Infotech Ltd.,BOM531175
628,Blue Blends (india) Ltd,BOM502761
629,Blue Chip India Ltd.,BOM531936
630,Blue Chip Tex Industries Ltd.,BOM506981
631,Blue Circle Services Ltd.,BOM508939
632,Blue Coast Hotels Ltd.,BOM531495
633,Blue Dart Express Ltd.,BOM526612
634,Blue Pearl Texspin Limited,BOM514440
635,Blue Star Infotech Ltd.,BOM532346
636,Blue Star Ltd.,BOM500067
637,Bluechip Stockspin Ltd.,BOM531713
638,Bmb Music & Magnetics Ltd.,BOM531420
639,Bnk Capital Markets Ltd.,BOM500069
640,Bnr Udyog Ltd.,BOM530809
641,Bodal Chemicals Ltd.,BOM524370
642,Bodhtree Consulting Ltd,BOM539122
643,Bombay Burmah Trading Corp.ltd.,BOM501425
644,Bombay Cycle & Motor Agency Ltd.,BOM501430
645,Bombay Dyeing & Mfg.co.ltd.,BOM500020
646,Bombay Oxygen Corporation Ltd.,BOM509470
647,Bombay Potteries & Tiles Ltd.,BOM502216
648,Bombay Rayon Fashions Ltd.,BOM532678
649,Bombay Swadeshi Stores Ltd.,BOM531276
650,Bonanza Industries Ltd.,BOM523133
651,Borax Morarji Ltd.,BOM506315
652,Borosil Glass Works Ltd.,BOM502219
653,Bosch Ltd.,BOM500530
654,Boston Bio Systems Ltd.,BOM531458
655,Boston Leasing And Finance Ltd,BOM539274
656,Boston Teknowsys (india) Ltd,BOM536820
657,Bothra Metals & Alloys Ltd.,BOM535279
658,Bpl Ltd.,BOM500074
659,Brady & Morris Engineering Co.ltd.,BOM505690
660,Brahmanand Himghar Ltd.,BOM590081
661,Brahmaputra Infrastructure Ltd.,BOM535693
662,Brakes Auto (india) Ltd.,BOM520115
663,Brand Realty Services Ltd.,BOM531203
664,Brandhouse Retails Ltd.,BOM533059
665,Brawn Biotech Ltd.,BOM530207
666,Bridge Securities Ltd.,BOM530249
667,Brigade Enterprises Ltd.,BOM532929
668,Bright Brothers Ltd,BOM526731
669,Brijlaxmi Leasing & Finance Ltd.,BOM532113
670,Brilliant Portfolios Ltd,BOM539434
671,Britannia Industries Ltd.,BOM500825
672,Broadcast Initiatives Ltd.,BOM532816
673,Bronze Infra-tech Ltd.,BOM534731
674,Brooks Laboratories Ltd.,BOM533543
675,Brushman (india) Ltd,BOM590061
676,Bs Ltd.,BOM533276
677,Bsel Infrastructure Realty Ltd.,BOM532123
678,Bsl Ltd.,BOM514045
679,Budge Budge Company Ltd,BOM538789
680,Burnpur Cement Ltd.,BOM532931
681,Butterfly Gandhimathi Appliances Ltd,BOM517421
682,Bwl Ltd.,BOM504643
683,C & C Constructions Ltd.,BOM532813
684,C. Mahendra Exports Ltd.,BOM533304
685,C.j.gelatine Products Ltd.,BOM507515
686,Cable Corporation Of India Ltd.,BOM500077
687,Cadila Healthcare Ltd.,BOM532321
688,Cairn India Ltd.,BOM532792
689,Calcom Vision Ltd.,BOM517236
690,California Software Co.ltd.,BOM532386
691,Cals Refineries Ltd.,BOM526652
692,Cambridge Technology Enterprises Ltd.,BOM532801
693,Camex Ltd.,BOM524440
694,Camlin Fine Sciences Ltd.,BOM532834
695,Camphor & Allied Products Ltd,BOM500078
696,Camson Bio Technologies Ltd,BOM538858
697,Camson Bio Technologies Ltd,BOM590076
698,Can Fin Homes Ltd.,BOM511196
699,Canara Bank,BOM532483
700,Canopy Finance Ltd,BOM539304
701,Cantabil Retail India Ltd.,BOM533267
702,Capfin India Ltd,BOM539198
703,Capital First Ltd.,BOM532938
704,Capital Trade Links Ltd,BOM538476
705,Capital Trust Ltd.,BOM511505
706,Caplin Point Laboratories Ltd.,BOM524742
707,Capman Financials Ltd.,BOM511720
708,Capri Global Capital Limited,BOM531595
709,Capricorn Systems Global Solutions Ltd.,BOM512169
710,Caprihans India Ltd,BOM509486
711,Caprolactam Chemicals Ltd.,BOM507486
712,Captain Pipes Ltd,BOM538817
713,Captain Polyplast Ltd,BOM536974
714,Carborundum Universal Ltd.,BOM513375
715,Career Point Ltd.,BOM533260
716,Carewell Industries Ltd,BOM538579
717,Carnation Industries Ltd.,BOM530609
718,Castex Technologies Ltd,BOM532282
719,Castrol India Ltd.,BOM500870
720,Cat Technologies Ltd.,BOM531682
721,Catvision Limited,BOM531158
722,Ccl International Ltd.,BOM531900
723,Ccl Products (india) Ltd.,BOM519600
724,Ccs Infotech Ltd.,BOM532405
725,Cdr Health Care Ltd.,BOM523353
726,Ceat Ltd.,BOM500878
727,Ceejay Finance Ltd.,BOM530789
728,Ceenik Exports (india) Ltd.,BOM531119
729,Ceeta Industries Ltd.,BOM514171
730,Celebrity Fashions Ltd.,BOM532695
731,Celestial Biolabs Limited,BOM532871
732,Cenlub Industries Ltd.,BOM522251
733,Centenial Surgical Suture Ltd.,BOM531380
734,Centerac Technologies Ltd.,BOM531621
735,Central Bank Of India,BOM532885
736,Central Provinces Railways Co.ltd.,BOM501827
737,Centron Industrial Alliance Ltd.,BOM509499
738,Centrum Capital Ltd.,BOM501150
739,Centum Electronics Ltd.,BOM517544
740,Century Enka Ltd.,BOM500280
741,Century Extrusions Ltd.,BOM500083
742,Century Plyboards (i) Ltd,BOM532548
743,Century Textiles & Industries Ltd.,BOM500040
744,Century Twentyfirst Portfolio Ltd.,BOM530881
745,Cera Sanitaryware Ltd.,BOM532443
746,Cerebra Integrated Technologies Ltd.,BOM532413
747,Ces Limited,BOM512341
748,Cesc Ltd.,BOM500084
749,Cfl Capital Financial Services Ltd.,BOM511272
750,Cg-vak Software & Exports Ltd.,BOM531489
751,Chaman Lal Setia Exports Ltd,BOM530307
752,Chambal Breweries & Distilleries Ltd.,BOM512301
753,Chambal Fertilisers & Chemicals Ltd.,BOM500085
754,Champion Finsec Ltd.,BOM504367
755,Chanakya Investments Ltd.,BOM501270
756,Chandni Textiles Engineering Ind. Ltd,BOM522292
757,Chandra Prabhu International Ltd,BOM530309
758,Channel Nine Entertainment Ltd.,BOM535142
759,Charms Industries Ltd.,BOM531327
760,Chartered Capital & Investment Ltd.,BOM511696
761,Chartered Logistics Ltd.,BOM531977
762,Chase Bright Steel Ltd.,BOM504671
763,Chd Developers Ltd,BOM526917
764,Chembond Chemicals Ltd,BOM530871
765,Chemfab Alkalis Ltd.,BOM506894
766,Chemiesynth (vapi) Ltd,BOM539230
767,Chemo Pharma Laboratories Ltd.,BOM506365
768,Chemtech Industrial Valves Ltd,BOM537326
769,Chennai Ferrous Industries Ltd,BOM539011
770,Chennai Meenakshi Multispeciality Hospital Ltd,BOM523489
771,Chennai Petroleum Corporation Ltd.,BOM500110
772,Cheslind Textiles Ltd.,BOM521056
773,Cheviot Co.ltd,BOM526817
774,Chhattisgarh Industries Ltd.,BOM530495
775,Chitradurga Spintex Ltd.,BOM521244
776,Chl Ltd.,BOM532992
777,Choice International Ltd.,BOM531358
778,Chokhani Securities Ltd.,BOM511742
779,Choksi Imaging Ltd.,BOM530427
780,Choksi Laboratories Ltd.,BOM526546
781,Cholamandalam Investment And Finance Company Ltd,BOM511243
782,Chordia Food Products Ltd.,BOM519475
783,Chowgule Steamships Ltd.,BOM501833
784,Chpl Industries Ltd,BOM539335
785,Chromatic India Ltd.,BOM530191
786,Cigniti Technologies Ltd.,BOM534758
787,Cil Nova Petrochemicals Ltd.,BOM533407
788,Cil Securities Ltd.,BOM530829
789,Cimmco Ltd.,BOM505230
790,Cindrella Financial Services Ltd.,BOM531283
791,Cindrella Hotels Ltd,BOM526373
792,Cineline India Limited,BOM532807
793,Cinemax India Ltd.,BOM534711
794,Cinerad Communications Ltd.,BOM530457
795,Cinevista Ltd.,BOM532324
796,Cipla Ltd.,BOM500087
797,Circuit Systems (india) Ltd.,BOM532913
798,Cistro Telelink Ltd.,BOM531775
799,Citadel Realty And Developers Ltd.,BOM502445
800,Citiport Financial Services Ltd.,BOM531235
801,Citizen Infoline Ltd,BOM538786
802,Citizen Yarns Ltd.,BOM514366
803,City Online Services Ltd,BOM538674
804,City Union Bank Ltd.,BOM532210
805,Cityman Ltd.,BOM521210
806,Clariant Chemicals (india) Ltd.,BOM506390
807,Claris Lifesciences Ltd.,BOM533288
808,Classic Diamonds (india) Ltd.,BOM523200
809,Classic Electricals Ltd.,BOM512213
810,Classic Global Finance & Capital Ltd,BOM538433
811,Clio Infotech Ltd.,BOM530839
812,Clutch Auto Ltd,BOM505052
813,Cmc Ltd.,BOM517326
814,Cmi Fpe Ltd,BOM500147
815,Cmi Ltd.,BOM517330
816,Cni Research Ltd.,BOM512018
817,Coal India Ltd.,BOM533278
818,Coastal Corporation Ltd.,BOM501831
819,Coastal Roadways Ltd.,BOM520131
820,Cochin Malabar Estates & Industries Ltd.,BOM508571
821,Cochin Minerals & Rutile Ltd,BOM513353
822,Coffee Day Enterprises Ltd,BOM539436
823,Colgate-palmolive (india) Ltd.,BOM500830
824,Colinz Laboratories Ltd.,BOM531210
825,Combat Drugs Ltd.,BOM524752
826,Comfort Commotrade Ltd.,BOM534691
827,Comfort Fincap Ltd.,BOM535267
828,Comfort Intech Ltd,BOM531216
829,Commercial Engineers & Body Builders Co. Ltd.,BOM533272
830,Commex Technology Limited,BOM532342
831,Compact Disc India Ltd.,BOM526141
832,Competent Automobiles Co.ltd.,BOM531041
833,Compuage Infocom Ltd.,BOM532456
834,Compucom Software Ltd,BOM532339
835,Computer Point Ltd.,BOM507833
836,Conart Engineers Ltd,BOM522231
837,Concord Drugs Ltd,BOM538965
838,Concrete Credit Ltd,BOM539266
839,Confidence Finance And Trading Limited,BOM504340
840,Confidence Petroleum India Ltd.,BOM526829
841,Consecutive Investment & Trading Company Ltd,BOM539091
842,Consolidated Construction Consortium Ltd.,BOM532902
843,Container Corporation Of India Ltd.,BOM531344
844,Contil India Ltd.,BOM531067
845,Continental Controls Ltd.,BOM531460
846,Continental Petroleums Ltd.,BOM523232
847,Continental Securities Ltd,BOM538868
848,Control Print Ltd,BOM522295
849,Coral India Finance & Housing Ltd.,BOM531556
850,Coral Laboratories Ltd.,BOM524506
851,Cords Cable Industries Ltd.,BOM532941
852,Core Education & Technologies Ltd,BOM512199
853,Coromandel Agro Products & Oils Ltd.,BOM507543
854,Coromandel Engineering Company Ltd.,BOM533167
855,Coromandel International Ltd.,BOM506395
856,Corporate Courier And Cargo Ltd.,BOM526737
857,Corporation Bank,BOM532179
858,Cosboard Industries Ltd.,BOM530859
859,Cosco (india) Ltd,BOM530545
860,Cosmo Ferrites Ltd,BOM523100
861,Cosmo Films Ltd.,BOM508814
862,Cosyn Ltd,BOM538922
863,Country Club Hospitality & Holidays Ltd,BOM526550
864,Country Condo's Ltd.,BOM531624
865,Coventry Coil-o-matic (haryana) Ltd.,BOM523415
866,Covidh Technologies Limited,BOM534920
867,Cox & Kings Limited,BOM533144
868,Crane Infrastructure Ltd,BOM538770
869,Cranes Software International Ltd.,BOM512093
870,Cranex Ltd.,BOM522001
871,Cravatex Ltd.,BOM509472
872,Crazy Infotech Ltd.,BOM524388
873,Creative Eye Ltd.,BOM532392
874,Creative Merchants Ltd,BOM538504
875,Credit Analysis And Research Ltd.,BOM534804
876,Crescent Leasing Ltd,BOM539131
877,Cressanda Solutions Ltd.,BOM512379
878,Crest Animation Studios Ltd.,BOM526785
879,Crest Ventures Limited,BOM511413
880,Crestchem Ltd.,BOM526269
881,Crew B.o.s.products Ltd.,BOM532542
882,Crimson Metal Engineering Company Ltd,BOM526977
883,Crisil Ltd.,BOM500092
884,Crompton Greaves Ltd.,BOM500093
885,Crown Tours Ltd,BOM538521
886,Csl Finance Ltd,BOM530067
887,Css Technergy Ltd,BOM590050
888,Ctil Ltd.,BOM532363
889,Cubex Tubings Ltd.,BOM526027
890,Cubical Financial Services Ltd.,BOM511710
891,Cummins India Ltd.,BOM500480
892,Cupid Ltd,BOM530843
893,Cupid Trades & Finance Ltd.,BOM512361
894,Cura Technologies Ltd.,BOM532332
895,Cybele Industries Ltd.,BOM531472
896,Cyber Media (india) Ltd.,BOM532640
897,Cybermate Infotek Ltd.,BOM532271
898,Cyberscape Multimedia Ltd.,BOM532364
899,Cybertech Systems And Software Ltd.,BOM532173
900,Cyient Limited,BOM532175
901,D B Corp Ltd,BOM533151
902,D B Realty Ltd,BOM533160
903,D&h India Ltd,BOM517514
904,D-link (india) Ltd,BOM533146
905,D.s.kulkarni Developers Ltd.,BOM523890
906,Dabur India Ltd.,BOM500096
907,Dai-ichi Karkaria Ltd,BOM526821
908,Daikaffil Chemicals India Ltd.,BOM530825
909,Dalal Street Investments Ltd.,BOM501148
910,Dalmia Bharat Ltd.,BOM533309
911,Dalmia Bharat Sugar And Industries Ltd,BOM500097
912,Damodar Industries Ltd,BOM521220
913,Danlaw Technologies India Ltd,BOM532329
914,Datamatics Global Services Ltd.,BOM532528
915,Datasoft Application Software (india) Ltd.,BOM526443
916,Daulat Securities Ltd.,BOM530171
917,Dazzel Confindive Ltd.,BOM531270
918,Db (international) Stock Brokers Ltd.,BOM530393
919,Dcb Bank Limited,BOM532772
920,Dcm Financial Services Ltd.,BOM511611
921,Dcm Ltd.,BOM502820
922,Dcm Shriram Industries Ltd,BOM523369
923,Dcm Shriram Limited,BOM523367
924,Dcw Ltd.,BOM500117
925,De Nora India Ltd.,BOM590031
926,Deccan Bearings Ltd.,BOM505703
927,Deccan Cements Ltd,BOM502137
928,Deccan Chronicle Holdings Ltd.,BOM532608
929,Deccan Gold Mines Ltd.,BOM512068
930,Deccan Polypacks Ltd.,BOM531989
931,Decillion Finance Ltd,BOM539190
932,Deco-mica Ltd.,BOM531227
933,Decolight Ceramics Ltd.,BOM532858
934,Decorous Investment & Trading Co Ltd,BOM539405
935,Dee Kartavya Finance Ltd.,BOM531826
936,Deep Industries Ltd.,BOM532760
937,Deepak Fertilisers & Petrochemicals Corporation Ltd.,BOM500645
938,Deepak Nitrite Ltd,BOM506401
939,Deepak Spinners Ltd,BOM514030
940,Delma Infrastructure Limited,BOM512121
941,Delta Corp Ltd.,BOM532848
942,Delta Leasing & Finance Ltd.,BOM535486
943,Delta Magnets Ltd.,BOM504286
944,Delton Cables Ltd.,BOM504240
945,Deltron Ltd.,BOM504256
946,Den Networks Ltd,BOM533137
947,Dena Bank,BOM532121
948,Denis Chem Lab Ltd,BOM537536
949,Desh Rakshak Aushdhalaya Ltd.,BOM531521
950,Deutsche Mutual Fund - Dws Fixed Term Series 50 - Plan A - Growth Option,BOM533002
951,Deutsche Mutual Fund - Dws Fixed Term Series 50 - Plan B - Growth Option,BOM533004
952,Devhari Exports (india) Ltd,BOM539197
953,Devika Proteins Ltd.,BOM531171
954,Devine Impex Ltd.,BOM531585
955,Devinsu Trading Ltd.,BOM512445
956,Devki Leasing & Finance Ltd.,BOM530765
957,Dewan Housing Finance Corporation Ltd.,BOM511072
958,Dfl Infrastructure Finance Ltd.,BOM511393
959,Dfm Foods Ltd.,BOM519588
960,Dhabriya Polywood Ltd,BOM538715
961,Dhampur Sugar Mills Ltd.,BOM500119
962,Dhampure Speciality Sugars Ltd.,BOM531923
963,Dhanada Corporation Ltd.,BOM531198
964,Dhanalaxmi Roto Spinners Ltd.,BOM521216
965,Dhanlaxmi Bank Limited,BOM532180
966,Dhanlaxmi Cotex Ltd.,BOM512485
967,Dhanlaxmi Fabrics Ltd.,BOM521151
968,Dhanleela Investments & Trading Company Ltd.,BOM503637
969,Dhanuka Agritech Ltd.,BOM507717
970,Dhanuka Commercial Ltd,BOM538446
971,Dhanus Technologies Ltd.,BOM532903
972,Dhanvantri Jeevan Rekha Ltd.,BOM531043
973,Dharamsi Morarji Chemical Co.ltd.,BOM506405
974,Dharani Finance Ltd.,BOM511451
975,Dharani Sugars & Chemicals Ltd.,BOM507442
976,Dhenu Buildcon Infra Ltd.,BOM501945
977,Dhoot Industrial Finance Ltd.,BOM526971
978,Dhp India Ltd.,BOM531306
979,Dhruv Estates Ltd.,BOM507886
980,Dhruva Capital Services Ltd.,BOM531237
981,Dhunseri Investments Ltd.,BOM533336
982,Dhunseri Petrochem Limited,BOM523736
983,Dhunseri Tea & Industries Ltd,BOM538902
984,Dhyana Finstock Ltd,BOM538450
985,Diamant Infrastructure Limited,BOM508860
986,Diamines & Chemicals Ltd,BOM500120
987,Diamond Infosystems Ltd.,BOM530801
988,Diamond Power Infrastructure Limited,BOM522163
989,Diana Tea Co.ltd.,BOM530959
990,Dic India Ltd.,BOM500089
991,Digital Electronics Ltd.,BOM503978
992,Digjam Ltd.,BOM503796
993,Dil Ltd.,BOM506414
994,Diligent Industries Ltd.,BOM531153
995,Dion Global Solutions Ltd.,BOM526927
996,Disa India Ltd.,BOM500068
997,Dish Tv India Ltd.,BOM532839
998,Dishman Pharmaceuticals & Chemicals Ltd.,BOM532526
999,Divi's Laboratories Ltd.,BOM532488
1000,Divine Multimedia (india) Ltd.,BOM523810
1001,Divinus Fabrics Ltd,BOM538432
1002,Divya Jyoti Industries Ltd.,BOM526285
1003,Divyashakti Granites Ltd.,BOM526315
1004,Djs Stock & Shares Ltd.,BOM511636
1005,Dlf Ltd.,BOM532868
1006,Dmc Education Ltd,BOM517973
1007,Dolat Investments Ltd.,BOM505526
1008,Dollex Industries Ltd.,BOM531367
1009,Dolphin Medical Services Ltd.,BOM526504
1010,Dolphin Offshore Enterprises (india) Ltd,BOM522261
1011,Donear Industries Ltd,BOM512519
1012,Doon Valley Rice Ltd.,BOM531226
1013,Dot Com Global Ltd.,BOM530391
1014,Dq Entertainment (international) Ltd.,BOM533176
1015,Dr.agarwal's Eye Hospital Ltd,BOM526783
1016,Dr.datsons Labs Limited,BOM533412
1017,Dr.reddy's Laboratories Ltd.,BOM500124
1018,Dredging Corporation Of India Ltd.,BOM523618
1019,Dsj Communications Ltd.,BOM526677
1020,Dsp Blackrock 3 Years Close Ended Equity Fund- Direct Plan - Growth,BOM538810
1021,Dsp Blackrock 3 Years Close Ended Equity Fund-direct Plan - Dividend Payout,BOM538811
1022,Dsp Blackrock 3 Years Close Ended Equity Fund-regular- Dividend Payout,BOM538809
1023,Dsp Blackrock 3 Years Close Ended Equity Fund-regular- Growth,BOM538808
1024,Ducon Infratechnologies Ltd,BOM534674
1025,Dugar Housing Developments Ltd.,BOM511634
1026,Dujodwala Paper Chemical Ltd,BOM524276
1027,Duke Offshore Ltd.,BOM531471
1028,Duncans Industries Ltd.,BOM590063
1029,Dunlop India Ltd.,BOM509130
1030,Duropack Ltd.,BOM526355
1031,Dutron Polymers Ltd,BOM517437
1032,Dwarikesh Sugar Industries Ltd.,BOM532610
1033,Dynacons Systems & Solutions Ltd.,BOM532365
1034,Dynamatic Technologies Ltd,BOM505242
1035,Dynamic Industries Ltd,BOM524818
1036,Dynamic Portfolio Management & Services Ltd.,BOM530779
1037,Dynavision Ltd.,BOM517238
1038,Dynemic Products Ltd.,BOM532707
1039,E-land Apparel Limited,BOM532820
1040,E.com Infotech (i) Ltd.,BOM531533
1041,E.i.d.-parry (india) Ltd.,BOM500125
1042,East Buildtech Ltd.,BOM507917
1043,East Coast Steel Ltd.,BOM520081
1044,Eastern Gases Ltd.,BOM590080
1045,Eastern Silk Industries Ltd.,BOM590022
1046,Eastern Sugar & Industries Ltd.,BOM507528
1047,Eastern Treads Ltd.,BOM531346
1048,Easun Reyrolle Ltd.,BOM532751
1049,Ece Industries Ltd,BOM532491
1050,Eclerx Services Ltd.,BOM532927
1051,Eco Friendly Food Processing Park Ltd.,BOM534839
1052,Eco Recycling Ltd.,BOM530643
1053,Ecoboard Industries Ltd.,BOM523732
1054,Econo Trade (india) Ltd,BOM538708
1055,Ecoplast Ltd,BOM526703
1056,Edelweiss Financial Services Ltd.,BOM532922
1057,Edelweiss Mutual Fund - Edelweiss Exchange Traded Scheme - Nifty ( Nifty Ees ),BOM539142
1058,Edserv Softsystems Ltd.,BOM533055
1059,Educomp Solutions Ltd.,BOM532696
1060,Eduexel Infotainment Limited,BOM526483
1061,Edynamics Solutions Ltd.,BOM535694
1062,Effingo Textile & Trading Limited,BOM512207
1063,Eicher Motors Ltd.,BOM505200
1064,Eicl Ltd,BOM526560
1065,Eih Associated Hotels Ltd,BOM523127
1066,Eih Ltd.,BOM500840
1067,Eimco Elecon (india) Ltd.,BOM523708
1068,Ekam Leasing & Finance Co.ltd.,BOM530581
1069,El Forge Ltd,BOM531144
1070,Elango Industries Ltd.,BOM513452
1071,Elantas Beck India Ltd,BOM500123
1072,Elcid Investments Ltd.,BOM503681
1073,Eldeco Housing & Industries Ltd.,BOM523329
1074,Elder Health Care Ltd.,BOM524830
1075,Elder Pharmaceuticals Ltd.,BOM532322
1076,Elder Projects Ltd.,BOM524788
1077,Elecon Engineering Co.ltd.,BOM505700
1078,Electrosteel Castings Ltd.,BOM500128
1079,Electrosteel Steels Ltd.,BOM533264
1080,Electrotherm (india) Ltd.,BOM526608
1081,Elegant Floriculture & Agrotech (india) Ltd.,BOM526473
1082,Elegant Marbles & Grani Industries Ltd.,BOM526705
1083,Elf Trading & Chemicals Manufacturing Ltd.,BOM504387
1084,Elgi Equipments Ltd.,BOM522074
1085,Elixir Capital Ltd,BOM531278
1086,Ellenbarrie Industrial Gases Ltd.,BOM590087
1087,Elnet Technologies Ltd,BOM517477
1088,Elpro International Ltd.,BOM504000
1089,Ema India Ltd.,BOM522027
1090,Emami Infrastructure Ltd.,BOM533218
1091,Emami Ltd,BOM531162
1092,Emami Paper Mills Ltd.,BOM533208
1093,Emco Ltd,BOM504008
1094,Emed.com Technologies Ltd,BOM524588
1095,Emerald Leasing Finance & Investment Company Ltd,BOM538882
1096,Emgee Cables & Communications Ltd.,BOM530333
1097,Emkay Global Financial Services Ltd.,BOM532737
1098,Emmbi Industries Ltd,BOM533161
1099,Emmessar Biotech & Nutrition Ltd.,BOM524768
1100,Emmsons International Ltd,BOM532038
1101,Empee Distilleries Ltd.,BOM532920
1102,Empee Sugars & Chemicals Ltd.,BOM500132
1103,Empire Industries Ltd.,BOM509525
1104,Emporis Projects Limited,BOM531470
1105,Empower India Ltd.,BOM504351
1106,Enbee Trade & Finance Ltd.,BOM512441
1107,Encash Entertainment Ltd,BOM538684
1108,Encore Software Ltd,BOM531750
1109,Energy Development Company Ltd.,BOM532219
1110,Engineers India Ltd.,BOM532178
1111,Enkei Wheels (india) Ltd.,BOM533477
1112,Ennore Coke Ltd.,BOM512369
1113,Ensa Steel Industries Ltd.,BOM512135
1114,Entegra Ltd.,BOM532287
1115,Enterprise International Ltd.,BOM526574
1116,Entertainment Network (india) Ltd.,BOM532700
1117,Envair Electrodyne Ltd.,BOM500246
1118,Eon Electric Ltd.,BOM532658
1119,Epc Industrie Ltd.,BOM523754
1120,Epic Energy Ltd,BOM530407
1121,Epsom Properties Ltd.,BOM531155
1122,Era Buildsys Limited,BOM531615
1123,Era Infra Engineering Ltd,BOM530323
1124,Eros International Media Ltd.,BOM533261
1125,Erp Soft Systems Ltd.,BOM530909
1126,Esaar (india) Ltd.,BOM531502
1127,Esab India Ltd.,BOM500133
1128,Escorts Finance Ltd.,BOM511716
1129,Escorts Ltd.,BOM500495
1130,Esha Media Research Limited,BOM531259
1131,Eskay K'n'it (india) Ltd.,BOM514118
1132,Esquire Money Guarantees Ltd.,BOM512439
1133,Ess Dee Aluminium Ltd.,BOM532787
1134,Essar Oil Ltd.,BOM500134
1135,Essar Ports Ltd.,BOM500630
1136,Essar Securities Ltd,BOM533149
1137,Essar Shipping Ltd.,BOM533704
1138,Essel Propack Ltd.,BOM500135
1139,Esteem Bio Organic Food Processing Ltd.,BOM534927
